"Year","Ethnicity","Sex","Cause_of_Death","Count","Percent"
"2010","",,"INFLUENZA AND PNEUMONIA","74","5"
"2010","",,"INTENTIONAL SELF-HARM (SUICIDE)","17","1"
"2010","",,"MALIGNANT NEOPLASMS","416","30"
"2010","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","15","1"
"2010","",,"SEPTICEMIA","7","1"
"2010","",,"VIRAL HEPATITIS","5","0"
"2010","",,"ACCIDENTS EXCEPT DRUG POISONING","55","3"
"2010","",,"ALZHEIMERS DISEASE","9","1"
"2010","",,"ANEMIAS","5","0"
"2010","",,"AORTIC ANEURYSM AND DISSECTION","5","0"
"2010","",,"ASSAULT (HOMICIDE)","9","1"
"2010","",,"ATHEROSCLEROSIS","6","0"
"2010","",,"BENIGN AND UNCERTAIN NEOPLASMS","7","0"
"2010","",,"CEREBROVASCULAR DISEASE","83","5"
"2010","",,"CHOLELITHIASIS AND DISORDERS OF GALLBLADDER","6","0"
"2010","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","18","1"
"2010","",,"CHRONIC LOWER RESPIRATORY DISEASES","61","3"
"2010","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","9","1"
"2010","",,"DIABETES MELLITUS","64","4"
"2010","",,"DISEASES OF HEART","479","27"
"2010","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","30","2"
"2010","",,"INFLUENZA AND PNEUMONIA","108","6"
"2010","",,"INTENTIONAL SELF-HARM (SUICIDE)","46","3"
"2010","",,"MALIGNANT NEOPLASMS","527","30"
"2010","",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","9","1"
"2010","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","11","1"
"2010","",,"PARKINSONS DISEASE","7","0"
"2010","",,"SEPTICEMIA","11","1"
"2010","",,"SHORT GESTATION/LBW","7","0"
"2010","",,"TUBERCULOSIS","5","0"
"2010","",,"VIRAL HEPATITIS","14","1"
"2010","",,"ACCIDENTS EXCEPT DRUG POISONING","59","1"
"2010","",,"ALZHEIMERS DISEASE","71","2"
"2010","",,"ASSAULT (HOMICIDE)","22","0"
"2010","",,"ATHEROSCLEROSIS","15","0"
"2010","",,"BENIGN AND UNCERTAIN NEOPLASMS","23","1"
"2010","",,"CEREBROVASCULAR DISEASE","168","4"
"2010","",,"CHOLELITHIASIS AND DISORDERS OF GALLBLADDER","10","0"
"2010","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","49","1"
"2010","",,"CHRONIC LOWER RESPIRATORY DISEASES","156","4"
"2010","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","42","1"
"2010","",,"DIABETES MELLITUS","219","5"
"2010","",,"DISEASES OF HEART","1316","30"
"2010","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","95","2"
"2010","",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","79","2"
"2010","",,"INFLUENZA AND PNEUMONIA","228","5"
"2010","",,"INTENTIONAL SELF-HARM (SUICIDE)","27","1"
"2010","",,"MALIGNANT NEOPLASMS","1045","24"
"2010","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","48","1"
"2010","",,"PARKINSONS DISEASE","16","0"
"2010","",,"PEPTIC ULCER","9","0"
"2010","",,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM","11","0"
"2010","",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","50","1"
"2010","",,"SEPTICEMIA","33","1"
"2010","",,"SHORT GESTATION/LBW","19","0"
"2010","",,"VIRAL HEPATITIS","40","1"
"2010","",,"ACCIDENTS EXCEPT DRUG POISONING","132","3"
"2010","",,"ALZHEIMERS DISEASE","31","1"
"2010","",,"AORTIC ANEURYSM AND DISSECTION","28","1"
"2010","",,"ASSAULT (HOMICIDE)","120","2"
"2010","",,"ATHEROSCLEROSIS","13","0"
"2010","",,"BENIGN AND UNCERTAIN NEOPLASMS","18","0"
"2010","",,"CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD","14","0"
"2010","",,"CEREBROVASCULAR DISEASE","140","3"
"2010","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","150","3"
"2010","",,"CHRONIC LOWER RESPIRATORY DISEASES","149","3"
"2010","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","38","1"
"2010","",,"DIABETES MELLITUS","187","4"
"2010","",,"DISEASES OF HEART","1355","28"
"2010","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","75","2"
"2010","",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","189","4"
"2010","",,"INFLUENZA AND PNEUMONIA","235","5"
"2010","",,"INTENTIONAL SELF-HARM (SUICIDE)","75","2"
"2010","",,"MALIGNANT NEOPLASMS","1057","22"
"2010","",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","46","1"
"2010","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","44","1"
"2010","",,"PARKINSONS DISEASE","18","0"
"2010","",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","138","3"
"2010","",,"SEPTICEMIA","31","1"
"2010","",,"SHORT GESTATION/LBW","21","0"
"2010","",,"VIRAL HEPATITIS","88","2"
"2010","-",,"ACCIDENTS EXCEPT DRUG POISONING","58","1"
"2010","-",,"ALZHEIMERS DISEASE","88","1"
"2010","-",,"ANEMIAS","19","0"
"2010","-",,"AORTIC ANEURYSM AND DISSECTION","16","0"
"2010","-",,"ASSAULT (HOMICIDE)","47","1"
"2010","-",,"ATHEROSCLEROSIS","23","0"
"2010","-",,"BENIGN AND UNCERTAIN NEOPLASMS","26","0"
"2010","-",,"CEREBROVASCULAR DISEASE","259","4"
"2010","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","43","1"
"2010","-",,"CHRONIC LOWER RESPIRATORY DISEASES","206","3"
"2010","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","33","0"
"2010","-",,"DIABETES MELLITUS","384","5"
"2010","-",,"DISEASES OF HEART","2282","32"
"2010","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","252","4"
"2010","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","152","2"
"2010","-",,"INFLUENZA AND PNEUMONIA","275","4"
"2010","-",,"INTENTIONAL SELF-HARM (SUICIDE)","19","0"
"2010","-",,"MALIGNANT NEOPLASMS","1768","25"
"2010","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","86","1"
"2010","-",,"PEPTIC ULCER","15","0"
"2010","-",,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM","18","0"
"2010","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","63","1"
"2010","-",,"SEPTICEMIA","55","1"
"2010","-",,"SHORT GESTATION/LBW","29","0"
"2010","-",,"VIRAL HEPATITIS","33","0"
"2010","-",,"ACCIDENTS EXCEPT DRUG POISONING","147","2"
"2010","-",,"ALZHEIMERS DISEASE","20","0"
"2010","-",,"ANEMIAS","20","0"
"2010","-",,"AORTIC ANEURYSM AND DISSECTION","25","0"
"2010","-",,"ASSAULT (HOMICIDE)","301","5"
"2010","-",,"ATHEROSCLEROSIS","20","0"
"2010","-",,"BENIGN AND UNCERTAIN NEOPLASMS","19","0"
"2010","-",,"CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD","15","0"
"2010","-",,"CEREBROVASCULAR DISEASE","171","3"
"2010","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","68","1"
"2010","-",,"CHRONIC LOWER RESPIRATORY DISEASES","202","3"
"2010","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","34","1"
"2010","-",,"DIABETES MELLITUS","279","4"
"2010","-",,"DISEASES OF HEART","2015","31"
"2010","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","178","3"
"2010","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","297","5"
"2010","-",,"INFLUENZA AND PNEUMONIA","201","3"
"2010","-",,"INTENTIONAL SELF-HARM (SUICIDE)","64","1"
"2010","-",,"MALIGNANT NEOPLASMS","1540","23"
"2010","-",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","50","1"
"2010","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","70","1"
"2010","-",,"PEPTIC ULCER","13","0"
"2010","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","111","2"
"2010","-",,"SEPTICEMIA","36","1"
"2010","-",,"SHORT GESTATION/LBW","35","1"
"2010","-",,"VIRAL HEPATITIS","49","1"
"2010","-",,"ACCIDENTS EXCEPT DRUG POISONING","164","1"
"2010","-",,"ALZHEIMERS DISEASE","247","2"
"2010","-",,"AORTIC ANEURYSM AND DISSECTION","22","0"
"2010","-",,"ATHEROSCLEROSIS","74","1"
"2010","-",,"BENIGN AND UNCERTAIN NEOPLASMS","69","1"
"2010","-",,"CEREBROVASCULAR DISEASE","382","3"
"2010","-",,"CHOLELITHIASIS AND DISORDERS OF GALLBLADDER","19","0"
"2010","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","67","0"
"2010","-",,"CHRONIC LOWER RESPIRATORY DISEASES","502","4"
"2010","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","32","0"
"2010","-",,"DIABETES MELLITUS","258","2"
"2010","-",,"DISEASES OF HEART","5351","40"
"2010","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","219","2"
"2010","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","24","0"
"2010","-",,"INFLUENZA AND PNEUMONIA","707","5"
"2010","-",,"INTENTIONAL SELF-HARM (SUICIDE)","61","0"
"2010","-",,"MALIGNANT NEOPLASMS","3438","25"
"2010","-",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","16","0"
"2010","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","90","1"
"2010","-",,"PARKINSONS DISEASE","55","0"
"2010","-",,"PEPTIC ULCER","22","0"
"2010","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","75","1"
"2010","-",,"SEPTICEMIA","107","1"
"2010","-",,"SHORT GESTATION/LBW","14","0"
"2010","-",,"VIRAL HEPATITIS","32","0"
"2010","-",,"ACCIDENTS EXCEPT DRUG POISONING","272","2"
"2010","-",,"ALZHEIMERS DISEASE","94","1"
"2010","-",,"AORTIC ANEURYSM AND DISSECTION","49","0"
"2010","-",,"ASSAULT (HOMICIDE)","25","0"
"2010","-",,"ATHEROSCLEROSIS","46","0"
"2010","-",,"BENIGN AND UNCERTAIN NEOPLASMS","91","1"
"2010","-",,"CEREBROVASCULAR DISEASE","276","2"
"2010","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","110","1"
"2010","-",,"CHRONIC LOWER RESPIRATORY DISEASES","388","3"
"2010","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","33","0"
"2010","-",,"DIABETES MELLITUS","245","2"
"2010","-",,"DISEASES OF HEART","4495","37"
"2010","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","153","1"
"2010","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","76","1"
"2010","-",,"INFLUENZA AND PNEUMONIA","614","5"
"2010","-",,"INTENTIONAL SELF-HARM (SUICIDE)","182","1"
"2010","-",,"MALIGNANT NEOPLASMS","3408","28"
"2010","-",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","57","0"
"2010","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","119","1"
"2010","-",,"PARKINSONS DISEASE","79","1"
"2010","-",,"PEPTIC ULCER","19","0"
"2010","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","211","2"
"2010","-",,"SEPTICEMIA","74","1"
"2010","-",,"SHORT GESTATION/LBW","14","0"
"2010","-",,"VIRAL HEPATITIS","82","1"
"2011","",,"ACCIDENTS EXCEPT DRUG POISONING","44","3"
"2011","",,"ALZHEIMERS DISEASE","24","2"
"2011","",,"ANEMIAS","5","0"
"2011","",,"ASSAULT (HOMICIDE)","6","0"
"2011","",,"BENIGN AND UNCERTAIN NEOPLASMS","11","1"
"2011","",,"CEREBROVASCULAR DISEASE","98","6"
"2011","",,"CHOLELITHIASIS AND DISORDERS OF GALLBLADDER","6","0"
"2011","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","10","1"
"2011","",,"CHRONIC LOWER RESPIRATORY DISEASES","30","2"
"2011","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","7","0"
"2011","",,"DIABETES MELLITUS","51","3"
"2011","",,"DISEASES OF HEART","402","26"
"2011","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","46","3"
"2011","",,"INFLUENZA AND PNEUMONIA","84","6"
"2011","",,"INTENTIONAL SELF-HARM (SUICIDE)","23","2"
"2011","",,"MALIGNANT NEOPLASMS","454","30"
"2011","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","18","1"
"2011","",,"PARKINSONS DISEASE","5","0"
"2011","",,"SEPTICEMIA","11","1"
"2011","",,"VIRAL HEPATITIS","6","0"
"2011","",,"ACCIDENTS EXCEPT DRUG POISONING","61","3"
"2011","",,"ALZHEIMERS DISEASE","18","1"
"2011","",,"AORTIC ANEURYSM AND DISSECTION","6","0"
"2011","",,"ASSAULT (HOMICIDE)","9","0"
"2011","",,"ATHEROSCLEROSIS","6","0"
"2011","",,"BENIGN AND UNCERTAIN NEOPLASMS","11","1"
"2011","",,"CEREBROVASCULAR DISEASE","79","4"
"2011","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","15","1"
"2011","",,"CHRONIC LOWER RESPIRATORY DISEASES","73","4"
"2011","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","13","1"
"2011","",,"DIABETES MELLITUS","60","3"
"2011","",,"DISEASES OF HEART","452","25"
"2011","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","37","2"
"2011","",,"INFLUENZA AND PNEUMONIA","94","5"
"2011","",,"INTENTIONAL SELF-HARM (SUICIDE)","50","3"
"2011","",,"MALIGNANT NEOPLASMS","550","30"
"2011","",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","11","1"
"2011","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","17","1"
"2011","",,"PARKINSONS DISEASE","11","1"
"2011","",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","5","0"
"2011","",,"SEPTICEMIA","15","1"
"2011","",,"SHORT GESTATION/LBW","5","0"
"2011","",,"TUBERCULOSIS","10","1"
"2011","",,"VIRAL HEPATITIS","16","1"
"2011","",,"ACCIDENTS EXCEPT DRUG POISONING","52","1"
"2011","",,"ALZHEIMERS DISEASE","90","2"
"2011","",,"AORTIC ANEURYSM AND DISSECTION","12","0"
"2011","",,"ASSAULT (HOMICIDE)","20","0"
"2011","",,"ATHEROSCLEROSIS","15","0"
"2011","",,"BENIGN AND UNCERTAIN NEOPLASMS","17","0"
"2011","",,"CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD","8","0"
"2011","",,"CEREBROVASCULAR DISEASE","179","4"
"2011","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","39","1"
"2011","",,"CHRONIC LOWER RESPIRATORY DISEASES","156","3"
"2011","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","21","0"
"2011","",,"DIABETES MELLITUS","196","4"
"2011","",,"DISEASES OF HEART","1348","30"
"2011","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","83","2"
"2011","",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","70","2"
"2011","",,"INFLUENZA AND PNEUMONIA","218","5"
"2011","",,"INTENTIONAL SELF-HARM (SUICIDE)","21","0"
"2011","",,"MALIGNANT NEOPLASMS","1085","24"
"2011","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","42","1"
"2011","",,"PARKINSONS DISEASE","16","0"
"2011","",,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM","12","0"
"2011","",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","56","1"
"2011","",,"SEPTICEMIA","42","1"
"2011","",,"SHORT GESTATION/LBW","16","0"
"2011","",,"VIRAL HEPATITIS","39","1"
"2011","",,"ACCIDENTS EXCEPT DRUG POISONING","180","4"
"2011","",,"ALZHEIMERS DISEASE","38","1"
"2011","",,"ANEMIAS","10","0"
"2011","",,"AORTIC ANEURYSM AND DISSECTION","20","0"
"2011","",,"ASSAULT (HOMICIDE)","115","2"
"2011","",,"BENIGN AND UNCERTAIN NEOPLASMS","18","0"
"2011","",,"CEREBROVASCULAR DISEASE","147","3"
"2011","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","167","3"
"2011","",,"CHRONIC LOWER RESPIRATORY DISEASES","124","3"
"2011","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","37","1"
"2011","",,"DIABETES MELLITUS","200","4"
"2011","",,"DISEASES OF HEART","1201","25"
"2011","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","69","1"
"2011","",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","162","3"
"2011","",,"INFLUENZA AND PNEUMONIA","209","4"
"2011","",,"INTENTIONAL SELF-HARM (SUICIDE)","93","2"
"2011","",,"MALIGNANT NEOPLASMS","1144","23"
"2011","",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","48","1"
"2011","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","44","1"
"2011","",,"PARKINSONS DISEASE","21","0"
"2011","",,"PEPTIC ULCER","9","0"
"2011","",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","145","3"
"2011","",,"SEPTICEMIA","40","1"
"2011","",,"SHORT GESTATION/LBW","12","0"
"2011","",,"VIRAL HEPATITIS","105","2"
"2011","-",,"ACCIDENTS EXCEPT DRUG POISONING","76","1"
"2011","-",,"ALZHEIMERS DISEASE","90","1"
"2011","-",,"ANEMIAS","13","0"
"2011","-",,"AORTIC ANEURYSM AND DISSECTION","19","0"
"2011","-",,"ASSAULT (HOMICIDE)","52","1"
"2011","-",,"ATHEROSCLEROSIS","20","0"
"2011","-",,"BENIGN AND UNCERTAIN NEOPLASMS","41","1"
"2011","-",,"CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD","16","0"
"2011","-",,"CEREBROVASCULAR DISEASE","281","4"
"2011","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","39","1"
"2011","-",,"CHRONIC LOWER RESPIRATORY DISEASES","221","3"
"2011","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","29","0"
"2011","-",,"DIABETES MELLITUS","410","6"
"2011","-",,"DISEASES OF HEART","2243","30"
"2011","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","225","3"
"2011","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","144","2"
"2011","-",,"INFLUENZA AND PNEUMONIA","273","4"
"2011","-",,"MALIGNANT NEOPLASMS","1918","26"
"2011","-",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","17","0"
"2011","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","83","1"
"2011","-",,"PEPTIC ULCER","22","0"
"2011","-",,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM","13","0"
"2011","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","65","1"
"2011","-",,"SEPTICEMIA","52","1"
"2011","-",,"SHORT GESTATION/LBW","27","0"
"2011","-",,"VIRAL HEPATITIS","33","0"
"2011","-",,"ACCIDENTS EXCEPT DRUG POISONING","133","2"
"2011","-",,"ALZHEIMERS DISEASE","39","1"
"2011","-",,"ANEMIAS","24","0"
"2011","-",,"AORTIC ANEURYSM AND DISSECTION","29","0"
"2011","-",,"ASSAULT (HOMICIDE)","266","4"
"2011","-",,"ATHEROSCLEROSIS","15","0"
"2011","-",,"BENIGN AND UNCERTAIN NEOPLASMS","16","0"
"2011","-",,"CEREBROVASCULAR DISEASE","200","3"
"2011","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","66","1"
"2011","-",,"CHRONIC LOWER RESPIRATORY DISEASES","200","3"
"2011","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","31","0"
"2011","-",,"DIABETES MELLITUS","307","5"
"2011","-",,"DISEASES OF HEART","1840","28"
"2011","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","154","2"
"2011","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","277","4"
"2011","-",,"INFLUENZA AND PNEUMONIA","243","4"
"2011","-",,"INTENTIONAL SELF-HARM (SUICIDE)","53","1"
"2011","-",,"MALIGNANT NEOPLASMS","1590","24"
"2011","-",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","45","1"
"2011","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","76","1"
"2011","-",,"PEPTIC ULCER","18","0"
"2011","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","135","2"
"2011","-",,"SEPTICEMIA","54","1"
"2011","-",,"SHORT GESTATION/LBW","17","0"
"2011","-",,"VIRAL HEPATITIS","56","1"
"2011","-",,"ACCIDENTS EXCEPT DRUG POISONING","184","1"
"2011","-",,"ALZHEIMERS DISEASE","231","2"
"2011","-",,"ANEMIAS","15","0"
"2011","-",,"AORTIC ANEURYSM AND DISSECTION","27","0"
"2011","-",,"ASSAULT (HOMICIDE)","20","0"
"2011","-",,"ATHEROSCLEROSIS","58","0"
"2011","-",,"BENIGN AND UNCERTAIN NEOPLASMS","73","1"
"2011","-",,"CEREBROVASCULAR DISEASE","466","3"
"2011","-",,"CHOLELITHIASIS AND DISORDERS OF GALLBLADDER","15","0"
"2011","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","79","1"
"2011","-",,"CHRONIC LOWER RESPIRATORY DISEASES","510","4"
"2011","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","39","0"
"2011","-",,"DIABETES MELLITUS","253","2"
"2011","-",,"DISEASES OF HEART","5016","37"
"2011","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","199","1"
"2011","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","19","0"
"2011","-",,"INFLUENZA AND PNEUMONIA","696","5"
"2011","-",,"INTENTIONAL SELF-HARM (SUICIDE)","68","1"
"2011","-",,"MALIGNANT NEOPLASMS","3373","25"
"2011","-",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","19","0"
"2011","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","76","1"
"2011","-",,"PARKINSONS DISEASE","55","0"
"2011","-",,"PEPTIC ULCER","24","0"
"2011","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","88","1"
"2011","-",,"SEPTICEMIA","86","1"
"2011","-",,"VIRAL HEPATITIS","32","0"
"2011","-",,"ACCIDENTS EXCEPT DRUG POISONING","272","2"
"2011","-",,"ALZHEIMERS DISEASE","89","1"
"2011","-",,"AORTIC ANEURYSM AND DISSECTION","44","0"
"2011","-",,"ASSAULT (HOMICIDE)","33","0"
"2011","-",,"ATHEROSCLEROSIS","29","0"
"2011","-",,"BENIGN AND UNCERTAIN NEOPLASMS","76","1"
"2011","-",,"CEREBROVASCULAR DISEASE","290","2"
"2011","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","127","1"
"2011","-",,"CHRONIC LOWER RESPIRATORY DISEASES","444","4"
"2011","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","55","0"
"2011","-",,"DIABETES MELLITUS","258","2"
"2011","-",,"DISEASES OF HEART","4220","35"
"2011","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","142","1"
"2011","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","75","1"
"2011","-",,"INFLUENZA AND PNEUMONIA","646","5"
"2011","-",,"INTENTIONAL SELF-HARM (SUICIDE)","177","1"
"2011","-",,"MALIGNANT NEOPLASMS","3222","27"
"2011","-",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","60","0"
"2011","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","89","1"
"2011","-",,"PARKINSONS DISEASE","77","1"
"2011","-",,"PEPTIC ULCER","21","0"
"2011","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","254","2"
"2011","-",,"SEPTICEMIA","75","1"
"2011","-",,"SHORT GESTATION/LBW","15","0"
"2011","-",,"VIRAL HEPATITIS","76","1"
"2007","",,"ACCIDENTS EXCEPT DRUG POISONING","32","2"
"2007","",,"ALZHEIMERS DISEASE","7","1"
"2007","",,"AORTIC ANEURYSM AND DISSECTION","9","1"
"2007","",,"ASSAULT (HOMICIDE)","6","0"
"2007","",,"ATHEROSCLEROSIS","5","0"
"2007","",,"BENIGN AND UNCERTAIN NEOPLASMS","6","0"
"2007","",,"CEREBROVASCULAR DISEASE","70","5"
"2007","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","6","0"
"2007","",,"CHRONIC LOWER RESPIRATORY DISEASES","29","2"
"2007","",,"DIABETES MELLITUS","34","3"
"2007","",,"DISEASES OF HEART","428","33"
"2007","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","22","2"
"2007","",,"INFLUENZA AND PNEUMONIA","58","5"
"2007","",,"INTENTIONAL SELF-HARM (SUICIDE)","22","2"
"2007","",,"MALIGNANT NEOPLASMS","396","31"
"2007","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","13","1"
"2007","",,"PARKINSONS DISEASE","5","0"
"2007","",,"PEPTIC ULCER","6","0"
"2007","",,"VIRAL HEPATITIS","7","1"
"2007","",,"ACCIDENTS EXCEPT DRUG POISONING","54","3"
"2007","",,"AORTIC ANEURYSM AND DISSECTION","5","0"
"2007","",,"BENIGN AND UNCERTAIN NEOPLASMS","9","1"
"2007","",,"CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD","5","0"
"2007","",,"CEREBROVASCULAR DISEASE","56","4"
"2007","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","18","1"
"2007","",,"CHRONIC LOWER RESPIRATORY DISEASES","43","3"
"2007","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","12","1"
"2007","",,"DIABETES MELLITUS","47","3"
"2007","",,"DISEASES OF HEART","497","31"
"2007","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","25","2"
"2007","",,"INFLUENZA AND PNEUMONIA","68","4"
"2007","",,"INTENTIONAL SELF-HARM (SUICIDE)","38","2"
"2007","",,"MALIGNANT NEOPLASMS","528","33"
"2007","",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","11","1"
"2007","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","14","1"
"2007","",,"PEPTIC ULCER","5","0"
"2007","",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","7","0"
"2007","",,"SEPTICEMIA","10","1"
"2007","",,"VIRAL HEPATITIS","12","1"
"2007","",,"ACCIDENTS EXCEPT DRUG POISONING","72","2"
"2007","",,"ALZHEIMERS DISEASE","43","1"
"2007","",,"AORTIC ANEURYSM AND DISSECTION","19","0"
"2007","",,"ASSAULT (HOMICIDE)","22","1"
"2007","",,"ATHEROSCLEROSIS","12","0"
"2007","",,"BENIGN AND UNCERTAIN NEOPLASMS","12","0"
"2007","",,"CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD","8","0"
"2007","",,"CEREBROVASCULAR DISEASE","164","4"
